Provincias;Grupo quinquenal de edad;Nacionalidad;Sexo;Periodo;Total
08 Barcelona;De 45 a 49 años;País de la UE28 sin España;Ambos sexos;1 de julio de 2022;""
08 Barcelona;De 45 a 49 años;País de Europa menos UE27_2020;Ambos sexos;1 de julio de 2022;5687
08 Barcelona;De 45 a 49 años;País de Europa menos UE28;Ambos sexos;1 de julio de 2022;""
08 Barcelona;De 45 a 49 años;De Africa;Ambos sexos;1 de julio de 2022;9506
08 Barcelona;De 45 a 49 años;De América del Norte;Ambos sexos;1 de julio de 2022;1299
08 Barcelona;De 45 a 49 años;De Centro América y Caribe;Ambos sexos;1 de julio de 2022;3708
08 Barcelona;De 45 a 49 años;De Sudamérica;Ambos sexos;1 de julio de 2022;13418
08 Barcelona;De 45 a 49 años;De Asia;Ambos sexos;1 de julio de 2022;7504
08 Barcelona;De 45 a 49 años;De Oceanía;Ambos sexos;1 de julio de 2022;108
08 Barcelona;De 45 a 49 años;Apátridas;Ambos sexos;1 de julio de 2022;5
08 Barcelona;De 50 a 54 años;Española;Ambos sexos;1 de julio de 2022;391443
08 Barcelona;De 50 a 54 años;País de la UE27_2020 sin España;Ambos sexos;1 de julio de 2022;12128
08 Barcelona;De 50 a 54 años;País de la UE28 sin España;Ambos sexos;1 de julio de 2022;""
08 Barcelona;De 50 a 54 años;País de Europa menos UE27_2020;Ambos sexos;1 de julio de 2022;4833
08 Barcelona;De 50 a 54 años;País de Europa menos UE28;Ambos sexos;1 de julio de 2022;""
08 Barcelona;De 50 a 54 años;De Africa;Ambos sexos;1 de julio de 2022;6611
08 Barcelona;De 50 a 54 años;De América del Norte;Ambos sexos;1 de julio de 2022;1056
08 Barcelona;De 50 a 54 años;De Centro América y Caribe;Ambos sexos;1 de julio de 2022;2612
08 Barcelona;De 50 a 54 años;De Sudamérica;Ambos sexos;1 de julio de 2022;9575
08 Barcelona;De 50 a 54 años;De Asia;Ambos sexos;1 de julio de 2022;5976
08 Barcelona;De 50 a 54 años;De Oceanía;Ambos sexos;1 de julio de 2022;86
08 Barcelona;De 50 a 54 años;Apátridas;Ambos sexos;1 de julio de 2022;4
08 Barcelona;De 55 a 59 años;Española;Ambos sexos;1 de julio de 2022;362859
08 Barcelona;De 55 a 59 años;País de la UE27_2020 sin España;Ambos sexos;1 de julio de 2022;8159
08 Barcelona;De 55 a 59 años;País de la UE28 sin España;Ambos sexos;1 de julio de 2022;""
08 Barcelona;De 55 a 59 años;País de Europa menos UE27_2020;Ambos sexos;1 de julio de 2022;3788
08 Barcelona;De 55 a 59 años;País de Europa menos UE28;Ambos sexos;1 de julio de 2022;""
08 Barcelona;De 55 a 59 años;De Africa;Ambos sexos;1 de julio de 2022;4329
08 Barcelona;De 55 a 59 años;De América del Norte;Ambos sexos;1 de julio de 2022;706
08 Barcelona;De 55 a 59 años;De Centro América y Caribe;Ambos sexos;1 de julio de 2022;1557
08 Barcelona;De 55 a 59 años;De Sudamérica;Ambos sexos;1 de julio de 2022;6887
08 Barcelona;De 55 a 59 años;De Asia;Ambos sexos;1 de julio de 2022;3608
08 Barcelona;De 55 a 59 años;De Oceanía;Ambos sexos;1 de julio de 2022;69
08 Barcelona;De 55 a 59 años;Apátridas;Ambos sexos;1 de julio de 2022;1
08 Barcelona;De 60 a 64 años;Española;Ambos sexos;1 de julio de 2022;321325
08 Barcelona;De 60 a 64 años;País de la UE27_2020 sin España;Ambos sexos;1 de julio de 2022;5654
08 Barcelona;De 60 a 64 años;País de la UE28 sin España;Ambos sexos;1 de julio de 2022;""
08 Barcelona;De 60 a 64 años;País de Europa menos UE27_2020;Ambos sexos;1 de julio de 2022;2958
08 Barcelona;De 60 a 64 años;País de Europa menos UE28;Ambos sexos;1 de julio de 2022;""
08 Barcelona;De 60 a 64 años;De Africa;Ambos sexos;1 de julio de 2022;2984
08 Barcelona;De 60 a 64 años;De América del Norte;Ambos sexos;1 de julio de 2022;570
08 Barcelona;De 60 a 64 años;De Centro América y Caribe;Ambos sexos;1 de julio de 2022;878
08 Barcelona;De 60 a 64 años;De Sudamérica;Ambos sexos;1 de julio de 2022;5081
08 Barcelona;De 60 a 64 años;De Asia;Ambos sexos;1 de julio de 2022;1885
08 Barcelona;De 60 a 64 años;De Oceanía;Ambos sexos;1 de julio de 2022;33
08 Barcelona;De 60 a 64 años;Apátridas;Ambos sexos;1 de julio de 2022;1
08 Barcelona;De 65 a 69 años;Española;Ambos sexos;1 de julio de 2022;278173
08 Barcelona;De 65 a 69 años;País de la UE27_2020 sin España;Ambos sexos;1 de julio de 2022;3814
08 Barcelona;De 65 a 69 años;País de la UE28 sin España;Ambos sexos;1 de julio de 2022;""
08 Barcelona;De 65 a 69 años;País de Europa menos UE27_2020;Ambos sexos;1 de julio de 2022;2199
08 Barcelona;De 65 a 69 años;País de Europa menos UE28;Ambos sexos;1 de julio de 2022;""
08 Barcelona;De 65 a 69 años;De Africa;Ambos sexos;1 de julio de 2022;1903
08 Barcelona;De 65 a 69 años;De América del Norte;Ambos sexos;1 de julio de 2022;410
08 Barcelona;De 65 a 69 años;De Centro América y Caribe;Ambos sexos;1 de julio de 2022;562
08 Barcelona;De 65 a 69 años;De Sudamérica;Ambos sexos;1 de julio de 2022;3749
08 Barcelona;De 65 a 69 años;De Asia;Ambos sexos;1 de julio de 2022;1247
08 Barcelona;De 65 a 69 años;De Oceanía;Ambos sexos;1 de julio de 2022;23
08 Barcelona;De 65 a 69 años;Apátridas;Ambos sexos;1 de julio de 2022;2
08 Barcelona;De 70 a 74 años  ;Española;Ambos sexos;1 de julio de 2022;253882
08 Barcelona;De 70 a 74 años  ;País de la UE27_2020 sin España;Ambos sexos;1 de julio de 2022;2597
08 Barcelona;De 70 a 74 años  ;País de la UE28 sin España;Ambos sexos;1 de julio de 2022;""
08 Barcelona;De 70 a 74 años  ;País de Europa menos UE27_2020;Ambos sexos;1 de julio de 2022;1293
08 Barcelona;De 70 a 74 años  ;País de Europa menos UE28;Ambos sexos;1 de julio de 2022;""
08 Barcelona;De 70 a 74 años  ;De Africa;Ambos sexos;1 de julio de 2022;1041
08 Barcelona;De 70 a 74 años  ;De América del Norte;Ambos sexos;1 de julio de 2022;293
08 Barcelona;De 70 a 74 años  ;De Centro América y Caribe;Ambos sexos;1 de julio de 2022;427
08 Barcelona;De 70 a 74 años  ;De Sudamérica;Ambos sexos;1 de julio de 2022;2677
08 Barcelona;De 70 a 74 años  ;De Asia;Ambos sexos;1 de julio de 2022;700
08 Barcelona;De 70 a 74 años  ;De Oceanía;Ambos sexos;1 de julio de 2022;17
08 Barcelona;De 70 a 74 años  ;Apátridas;Ambos sexos;1 de julio de 2022;1
08 Barcelona;De 75 a 79 años  ;Española;Ambos sexos;1 de julio de 2022;217105
08 Barcelona;De 75 a 79 años  ;País de la UE27_2020 sin España;Ambos sexos;1 de julio de 2022;1639
08 Barcelona;De 75 a 79 años  ;País de la UE28 sin España;Ambos sexos;1 de julio de 2022;""
08 Barcelona;De 75 a 79 años  ;País de Europa menos UE27_2020;Ambos sexos;1 de julio de 2022;657
08 Barcelona;De 75 a 79 años  ;País de Europa menos UE28;Ambos sexos;1 de julio de 2022;""
08 Barcelona;De 75 a 79 años  ;De Africa;Ambos sexos;1 de julio de 2022;546
08 Barcelona;De 75 a 79 años  ;De América del Norte;Ambos sexos;1 de julio de 2022;165
08 Barcelona;De 75 a 79 años  ;De Centro América y Caribe;Ambos sexos;1 de julio de 2022;279
08 Barcelona;De 75 a 79 años  ;De Sudamérica;Ambos sexos;1 de julio de 2022;1651
08 Barcelona;De 75 a 79 años  ;De Asia;Ambos sexos;1 de julio de 2022;375
08 Barcelona;De 75 a 79 años  ;De Oceanía;Ambos sexos;1 de julio de 2022;10
08 Barcelona;De 75 a 79 años  ;Apátridas;Ambos sexos;1 de julio de 2022;1
08 Barcelona;De 80 a 84 años  ;Española;Ambos sexos;1 de julio de 2022;143997
08 Barcelona;De 80 a 84 años  ;País de la UE27_2020 sin España;Ambos sexos;1 de julio de 2022;1045
08 Barcelona;De 80 a 84 años  ;País de la UE28 sin España;Ambos sexos;1 de julio de 2022;""
08 Barcelona;De 80 a 84 años  ;País de Europa menos UE27_2020;Ambos sexos;1 de julio de 2022;359
08 Barcelona;De 80 a 84 años  ;País de Europa menos UE28;Ambos sexos;1 de julio de 2022;""
08 Barcelona;De 80 a 84 años  ;De Africa;Ambos sexos;1 de julio de 2022;431
08 Barcelona;De 80 a 84 años  ;De América del Norte;Ambos sexos;1 de julio de 2022;91
08 Barcelona;De 80 a 84 años  ;De Centro América y Caribe;Ambos sexos;1 de julio de 2022;190
08 Barcelona;De 80 a 84 años  ;De Sudamérica;Ambos sexos;1 de julio de 2022;998
08 Barcelona;De 80 a 84 años  ;De Asia;Ambos sexos;1 de julio de 2022;187
08 Barcelona;De 80 a 84 años  ;De Oceanía;Ambos sexos;1 de julio de 2022;8
08 Barcelona;De 80 a 84 años  ;Apátridas;Ambos sexos;1 de julio de 2022;0
08 Barcelona;De 85 a 89 años  ;Española;Ambos sexos;1 de julio de 2022;115502
08 Barcelona;De 85 a 89 años  ;País de la UE27_2020 sin España;Ambos sexos;1 de julio de 2022;544
08 Barcelona;De 85 a 89 años  ;País de la UE28 sin España;Ambos sexos;1 de julio de 2022;""
08 Barcelona;De 85 a 89 años  ;País de Europa menos UE27_2020;Ambos sexos;1 de julio de 2022;181
08 Barcelona;De 85 a 89 años  ;País de Europa menos UE28;Ambos sexos;1 de julio de 2022;""
08 Barcelona;De 85 a 89 años  ;De Africa;Ambos sexos;1 de julio de 2022;207
08 Barcelona;De 85 a 89 años  ;De América del Norte;Ambos sexos;1 de julio de 2022;55
08 Barcelona;De 85 a 89 años  ;De Centro América y Caribe;Ambos sexos;1 de julio de 2022;90
08 Barcelona;De 85 a 89 años  ;De Sudamérica;Ambos sexos;1 de julio de 2022;556
08 Barcelona;De 85 a 89 años  ;De Asia;Ambos sexos;1 de julio de 2022;143
08 Barcelona;De 85 a 89 años  ;De Oceanía;Ambos sexos;1 de julio de 2022;2
08 Barcelona;De 85 a 89 años  ;Apátridas;Ambos sexos;1 de julio de 2022;0
08 Barcelona;90 y más años;Española;Ambos sexos;1 de julio de 2022;71152
08 Barcelona;90 y más años;País de la UE27_2020 sin España;Ambos sexos;1 de julio de 2022;270
08 Barcelona;90 y más años;País de la UE28 sin España;Ambos sexos;1 de julio de 2022;""
08 Barcelona;90 y más años;País de Europa menos UE27_2020;Ambos sexos;1 de julio de 2022;73
08 Barcelona;90 y más años;País de Europa menos UE28;Ambos sexos;1 de julio de 2022;""
08 Barcelona;90 y más años;De Africa;Ambos sexos;1 de julio de 2022;98
08 Barcelona;90 y más años;De América del Norte;Ambos sexos;1 de julio de 2022;43
08 Barcelona;90 y más años;De Centro América y Caribe;Ambos sexos;1 de julio de 2022;64
08 Barcelona;90 y más años;De Sudamérica;Ambos sexos;1 de julio de 2022;338
08 Barcelona;90 y más años;De Asia;Ambos sexos;1 de julio de 2022;66
08 Barcelona;90 y más años;De Oceanía;Ambos sexos;1 de julio de 2022;1
08 Barcelona;90 y más años;Apátridas;Ambos sexos;1 de julio de 2022;0
48 Bizkaia;De 0 a 4 años;Española;Ambos sexos;1 de julio de 2022;33117
48 Bizkaia;De 0 a 4 años;País de la UE27_2020 sin España;Ambos sexos;1 de julio de 2022;884
48 Bizkaia;De 0 a 4 años;País de la UE28 sin España;Ambos sexos;1 de julio de 2022;""
48 Bizkaia;De 0 a 4 años;País de Europa menos UE27_2020;Ambos sexos;1 de julio de 2022;208
48 Bizkaia;De 0 a 4 años;País de Europa menos UE28;Ambos sexos;1 de julio de 2022;""
48 Bizkaia;De 0 a 4 años;De Africa;Ambos sexos;1 de julio de 2022;1777
48 Bizkaia;De 0 a 4 años;De América del Norte;Ambos sexos;1 de julio de 2022;56
48 Bizkaia;De 0 a 4 años;De Centro América y Caribe;Ambos sexos;1 de julio de 2022;553
48 Bizkaia;De 0 a 4 años;De Sudamérica;Ambos sexos;1 de julio de 2022;1394
48 Bizkaia;De 0 a 4 años;De Asia;Ambos sexos;1 de julio de 2022;461
48 Bizkaia;De 0 a 4 años;De Oceanía;Ambos sexos;1 de julio de 2022;1
48 Bizkaia;De 0 a 4 años;Apátridas;Ambos sexos;1 de julio de 2022;9
48 Bizkaia;De 5 a 9 años;Española;Ambos sexos;1 de julio de 2022;44967
48 Bizkaia;De 5 a 9 años;País de la UE27_2020 sin España;Ambos sexos;1 de julio de 2022;868
48 Bizkaia;De 5 a 9 años;País de la UE28 sin España;Ambos sexos;1 de julio de 2022;""
48 Bizkaia;De 5 a 9 años;País de Europa menos UE27_2020;Ambos sexos;1 de julio de 2022;223
48 Bizkaia;De 5 a 9 años;País de Europa menos UE28;Ambos sexos;1 de julio de 2022;""
48 Bizkaia;De 5 a 9 años;De Africa;Ambos sexos;1 de julio de 2022;953
48 Bizkaia;De 5 a 9 años;De América del Norte;Ambos sexos;1 de julio de 2022;72
48 Bizkaia;De 5 a 9 años;De Centro América y Caribe;Ambos sexos;1 de julio de 2022;431
48 Bizkaia;De 5 a 9 años;De Sudamérica;Ambos sexos;1 de julio de 2022;1596
48 Bizkaia;De 5 a 9 años;De Asia;Ambos sexos;1 de julio de 2022;433
48 Bizkaia;De 5 a 9 años;De Oceanía;Ambos sexos;1 de julio de 2022;1
48 Bizkaia;De 5 a 9 años;Apátridas;Ambos sexos;1 de julio de 2022;1
48 Bizkaia;De 10 a 14 años  ;Española;Ambos sexos;1 de julio de 2022;52500
48 Bizkaia;De 10 a 14 años  ;País de la UE27_2020 sin España;Ambos sexos;1 de julio de 2022;578
48 Bizkaia;De 10 a 14 años  ;País de la UE28 sin España;Ambos sexos;1 de julio de 2022;""
48 Bizkaia;De 10 a 14 años  ;País de Europa menos UE27_2020;Ambos sexos;1 de julio de 2022;215
48 Bizkaia;De 10 a 14 años  ;País de Europa menos UE28;Ambos sexos;1 de julio de 2022;""
48 Bizkaia;De 10 a 14 años  ;De Africa;Ambos sexos;1 de julio de 2022;774
48 Bizkaia;De 10 a 14 años  ;De América del Norte;Ambos sexos;1 de julio de 2022;44
48 Bizkaia;De 10 a 14 años  ;De Centro América y Caribe;Ambos sexos;1 de julio de 2022;493
48 Bizkaia;De 10 a 14 años  ;De Sudamérica;Ambos sexos;1 de julio de 2022;1228
48 Bizkaia;De 10 a 14 años  ;De Asia;Ambos sexos;1 de julio de 2022;399
48 Bizkaia;De 10 a 14 años  ;De Oceanía;Ambos sexos;1 de julio de 2022;2
48 Bizkaia;De 10 a 14 años  ;Apátridas;Ambos sexos;1 de julio de 2022;3
48 Bizkaia;De 15 a 19 años  ;Española;Ambos sexos;1 de julio de 2022;51445
48 Bizkaia;De 15 a 19 años  ;País de la UE27_2020 sin España;Ambos sexos;1 de julio de 2022;491
48 Bizkaia;De 15 a 19 años  ;País de la UE28 sin España;Ambos sexos;1 de julio de 2022;""
48 Bizkaia;De 15 a 19 años  ;País de Europa menos UE27_2020;Ambos sexos;1 de julio de 2022;190
48 Bizkaia;De 15 a 19 años  ;País de Europa menos UE28;Ambos sexos;1 de julio de 2022;""
48 Bizkaia;De 15 a 19 años  ;De Africa;Ambos sexos;1 de julio de 2022;1214
48 Bizkaia;De 15 a 19 años  ;De América del Norte;Ambos sexos;1 de julio de 2022;37
48 Bizkaia;De 15 a 19 años  ;De Centro América y Caribe;Ambos sexos;1 de julio de 2022;442
48 Bizkaia;De 15 a 19 años  ;De Sudamérica;Ambos sexos;1 de julio de 2022;1333
48 Bizkaia;De 15 a 19 años  ;De Asia;Ambos sexos;1 de julio de 2022;438
48 Bizkaia;De 15 a 19 años  ;De Oceanía;Ambos sexos;1 de julio de 2022;0
48 Bizkaia;De 15 a 19 años  ;Apátridas;Ambos sexos;1 de julio de 2022;5
48 Bizkaia;De 20 a 24 años;Española;Ambos sexos;1 de julio de 2022;46314
48 Bizkaia;De 20 a 24 años;País de la UE27_2020 sin España;Ambos sexos;1 de julio de 2022;705
48 Bizkaia;De 20 a 24 años;País de la UE28 sin España;Ambos sexos;1 de julio de 2022;""
48 Bizkaia;De 20 a 24 años;País de Europa menos UE27_2020;Ambos sexos;1 de julio de 2022;192
48 Bizkaia;De 20 a 24 años;País de Europa menos UE28;Ambos sexos;1 de julio de 2022;""
48 Bizkaia;De 20 a 24 años;De Africa;Ambos sexos;1 de julio de 2022;1799
48 Bizkaia;De 20 a 24 años;De América del Norte;Ambos sexos;1 de julio de 2022;81
48 Bizkaia;De 20 a 24 años;De Centro América y Caribe;Ambos sexos;1 de julio de 2022;1137
48 Bizkaia;De 20 a 24 años;De Sudamérica;Ambos sexos;1 de julio de 2022;2276
48 Bizkaia;De 20 a 24 años;De Asia;Ambos sexos;1 de julio de 2022;421
48 Bizkaia;De 20 a 24 años;De Oceanía;Ambos sexos;1 de julio de 2022;4
48 Bizkaia;De 20 a 24 años;Apátridas;Ambos sexos;1 de julio de 2022;4
48 Bizkaia;De 25 a 29 años;Española;Ambos sexos;1 de julio de 2022;42377
48 Bizkaia;De 25 a 29 años;País de la UE27_2020 sin España;Ambos sexos;1 de julio de 2022;780
48 Bizkaia;De 25 a 29 años;País de la UE28 sin España;Ambos sexos;1 de julio de 2022;""
48 Bizkaia;De 25 a 29 años;País de Europa menos UE27_2020;Ambos sexos;1 de julio de 2022;298
48 Bizkaia;De 25 a 29 años;País de Europa menos UE28;Ambos sexos;1 de julio de 2022;""
48 Bizkaia;De 25 a 29 años;De Africa;Ambos sexos;1 de julio de 2022;1722
48 Bizkaia;De 25 a 29 años;De América del Norte;Ambos sexos;1 de julio de 2022;150
48 Bizkaia;De 25 a 29 años;De Centro América y Caribe;Ambos sexos;1 de julio de 2022;1985
48 Bizkaia;De 25 a 29 años;De Sudamérica;Ambos sexos;1 de julio de 2022;3595
48 Bizkaia;De 25 a 29 años;De Asia;Ambos sexos;1 de julio de 2022;563
48 Bizkaia;De 25 a 29 años;De Oceanía;Ambos sexos;1 de julio de 2022;12
48 Bizkaia;De 25 a 29 años;Apátridas;Ambos sexos;1 de julio de 2022;20
48 Bizkaia;De 30 a 34 años;Española;Ambos sexos;1 de julio de 2022;44841
48 Bizkaia;De 30 a 34 años;País de la UE27_2020 sin España;Ambos sexos;1 de julio de 2022;1112
48 Bizkaia;De 30 a 34 años;País de la UE28 sin España;Ambos sexos;1 de julio de 2022;""
48 Bizkaia;De 30 a 34 años;País de Europa menos UE27_2020;Ambos sexos;1 de julio de 2022;344
48 Bizkaia;De 30 a 34 años;País de Europa menos UE28;Ambos sexos;1 de julio de 2022;""
48 Bizkaia;De 30 a 34 años;De Africa;Ambos sexos;1 de julio de 2022;1673
48 Bizkaia;De 30 a 34 años;De América del Norte;Ambos sexos;1 de julio de 2022;141
48 Bizkaia;De 30 a 34 años;De Centro América y Caribe;Ambos sexos;1 de julio de 2022;1873
48 Bizkaia;De 30 a 34 años;De Sudamérica;Ambos sexos;1 de julio de 2022;3228
48 Bizkaia;De 30 a 34 años;De Asia;Ambos sexos;1 de julio de 2022;616
48 Bizkaia;De 30 a 34 años;De Oceanía;Ambos sexos;1 de julio de 2022;12
48 Bizkaia;De 30 a 34 años;Apátridas;Ambos sexos;1 de julio de 2022;9
48 Bizkaia;De 35 a 39 años;Española;Ambos sexos;1 de julio de 2022;55721
48 Bizkaia;De 35 a 39 años;País de la UE27_2020 sin España;Ambos sexos;1 de julio de 2022;1511
48 Bizkaia;De 35 a 39 años;País de la UE28 sin España;Ambos sexos;1 de julio de 2022;""
48 Bizkaia;De 35 a 39 años;País de Europa menos UE27_2020;Ambos sexos;1 de julio de 2022;356
48 Bizkaia;De 35 a 39 años;País de Europa menos UE28;Ambos sexos;1 de julio de 2022;""
48 Bizkaia;De 35 a 39 años;De Africa;Ambos sexos;1 de julio de 2022;1405
48 Bizkaia;De 35 a 39 años;De América del Norte;Ambos sexos;1 de julio de 2022;158
48 Bizkaia;De 35 a 39 años;De Centro América y Caribe;Ambos sexos;1 de julio de 2022;1312
48 Bizkaia;De 35 a 39 años;De Sudamérica;Ambos sexos;1 de julio de 2022;2434
48 Bizkaia;De 35 a 39 años;De Asia;Ambos sexos;1 de julio de 2022;526
48 Bizkaia;De 35 a 39 años;De Oceanía;Ambos sexos;1 de julio de 2022;9
48 Bizkaia;De 35 a 39 años;Apátridas;Ambos sexos;1 de julio de 2022;8
48 Bizkaia;De 40 a 44 años;Española;Ambos sexos;1 de julio de 2022;75391
48 Bizkaia;De 40 a 44 años;País de la UE27_2020 sin España;Ambos sexos;1 de julio de 2022;1630
48 Bizkaia;De 40 a 44 años;País de la UE28 sin España;Ambos sexos;1 de julio de 2022;""
48 Bizkaia;De 40 a 44 años;País de Europa menos UE27_2020;Ambos sexos;1 de julio de 2022;288
48 Bizkaia;De 40 a 44 años;País de Europa menos UE28;Ambos sexos;1 de julio de 2022;""
48 Bizkaia;De 40 a 44 años;De Africa;Ambos sexos;1 de julio de 2022;1171
48 Bizkaia;De 40 a 44 años;De América del Norte;Ambos sexos;1 de julio de 2022;106
48 Bizkaia;De 40 a 44 años;De Centro América y Caribe;Ambos sexos;1 de julio de 2022;953
48 Bizkaia;De 40 a 44 años;De Sudamérica;Ambos sexos;1 de julio de 2022;1761
48 Bizkaia;De 40 a 44 años;De Asia;Ambos sexos;1 de julio de 2022;391
48 Bizkaia;De 40 a 44 años;De Oceanía;Ambos sexos;1 de julio de 2022;7
48 Bizkaia;De 40 a 44 años;Apátridas;Ambos sexos;1 de julio de 2022;17
48 Bizkaia;De 45 a 49 años;Española;Ambos sexos;1 de julio de 2022;88562
48 Bizkaia;De 45 a 49 años;País de la UE27_2020 sin España;Ambos sexos;1 de julio de 2022;1326
48 Bizkaia;De 45 a 49 años;País de la UE28 sin España;Ambos sexos;1 de julio de 2022;""
48 Bizkaia;De 45 a 49 años;País de Europa menos UE27_2020;Ambos sexos;1 de julio de 2022;256
48 Bizkaia;De 45 a 49 años;País de Europa menos UE28;Ambos sexos;1 de julio de 2022;""
48 Bizkaia;De 45 a 49 años;De Africa;Ambos sexos;1 de julio de 2022;592
48 Bizkaia;De 45 a 49 años;De América del Norte;Ambos sexos;1 de julio de 2022;65
