"Pob_Mun"	"2021"	"2020"	"2019"	"2018"	"2017"	"2016"	"2015"	"2014"	"2013"	"2012"	"2011"	"2010"	"2009"	"2008"	"2007"	"2006"	"2005"	"2004"	"2003"	"2002"	"2001"
"52 Melilla"	86261	87076	86487	86384	86120	86026	85584	84509	83679	80802	78476	76034	73460	71448	69440	66871	65488	68016	68463	69184	68789
"52001 Melilla"	86261	87076	86487	86384	86120	86026	85584	84509	83679	80802	78476	76034	73460	71448	69440	66871	65488	68016	68463	69184	68789

