Provincia,CodMun,Municipio,Extensión superficial (Km2). 2019,Perímetro (m). 2019,Altitud sobre el nivel del mar (m). 2019,Coordenadas del núcleo principal (grados). 2022,Número de núcleos que componen el municipio. 2021,Distancia a la capital (Km). 2019,Población total. 2021,Población. Hombres. 2021,Población. Mujeres. 2021,Población en núcleos. 2021,Población en diseminados. 2021,Edad media. 2021,Porcentaje de población menor de 20 años. 2021,Porcentaje de población mayor de 65 años. 2021,Variación relativa de la población en diez años (%). 2011-2021,Número de extranjeros. 2021,Principal procedencia de los extranjeros residentes. 2021,Porcentaje que representa respecto total de extranjeros. 2021,Emigraciones. 2021,Inmigraciones. 2021,Nacimientos. 2021,Defunciones. 2021,Matrimonios. 2021,Centros de Infantil. Curso 2020-2021,Centros de Primaria. Curso 2020-2021,Centros de Enseñanza Secundaria Obligatoria. Curso 2020-2021,Centros  de Bachillerato. Curso 2020-2021,Centros  C.F. de Grado Medio. Curso 2020-2021,Centros  C.F. de Grado Superior. Curso 2020-2021,Centros de educación de adultos. Curso 2020-2021,Bibliotecas públicas. 2020,Centros de salud. 2021,Consultorios. 2021,Viviendas familiares principales. 2011,Transacciones inmobiliarias. Vivienda nueva. 2021,Transacciones inmobiliarias. Vivienda segunda mano. 2021,Número de pantallas de cine. 2021,Elecciones Generales. Censo electoral. 2019,Elecciones Generales. Abstenciones. 2019,Elecciones Generales. Fuerza política 1. 2019,Elecciones Generales. Fuerza política 2. 2019,Elecciones Generales. Fuerza política 3. 2019,Elecciones Generales. Fuerza política 4. 2019,Elecciones Generales. Fuerza política 5. 2019,Elecciones al Parlamento. Censo electoral. 2022,Elecciones al Parlamento. Abstenciones. 2022,Elecciones al Parlamento. Fuerza política 1. 2022,Elecciones al Parlamento. Fuerza política 2. 2022,Elecciones al Parlamento. Fuerza política 3. 2022,Elecciones al Parlamento. Fuerza política 4. 2022,Elecciones al Parlamento. Fuerza política 5. 2022,Elecciones Locales. Censo electoral. 2019,Elecciones Locales. Abstenciones. 2019,Elecciones Locales. Fuerza política 1. 2019,Elecciones Locales. Fuerza política 2. 2019,Elecciones Locales. Fuerza política 3. 2019,Elecciones Locales. Fuerza política 4. 2019,Elecciones Locales. Fuerza política 5. 2019,Alcaldía. 2019,Superficie dedicada a cultivos herbáceos (ha). 2020,Principal cultivo herbáceo de regadío. 2020,Principal cultivo herbáceo de regadío (ha). 2020,Principal cultivo herbáceo de secano. 2020,Principal cultivo herbáceo de secano (ha). 2020,Superficie dedicada a cultivos leñosos (ha). 2020,Principal cultivo leñoso de regadío. 2020,Principal cultivo leñoso de regadío (ha). 2020,Principal cultivo leñoso de secano. 2020,Principal cultivo leñoso de secano (ha). 2020,Sin asalariados. 2021,Hasta 5 asalariados. 2021,Entre 6 y 19 asalariados. 2021,De 20 y más asalariados. 2021,Total establecimientos. 2021,Actividad 1. 2021,Actividad 2. 2021,Actividad 3. 2021,Actividad 4. 2021,Actividad 5. 2021,Vehículos turismos. 2021,Autorizaciones de transporte: taxis. 2017,Autorizaciones de transporte: mercancías. 2017,Autorizaciones de transporte: viajeros. 2017,Vehículos matriculados. 2021,Vehículos turismos matriculados. 2021,Oficinas de entidades de crédito. 2021,Consumo de energía eléctrica (MWh) (Endesa). 2020,Consumo de energía eléctrica residencial (MWh) (Endesa). 2020,Hoteles. 2020,Hostales y pensiones. 2020,Plazas en hoteles. 2020,Plazas en hostales y pensiones. 2020,Paro registrado. Mujeres. 2021,Paro registrado. Hombres. 2021,Paro registrado. Extranjeros. 2021,Tasa municipal de desempleo. 2021,Contratos registrados. Mujeres. 2021,Contratos registrados. Hombres. 2021,Contratos registrados. Indefinidos. 2021,Contratos registrados. Temporales. 2021,Contratos registrados. Extranjeros. 2021,Trabajadores eventuales agrarios subsidiados. Mujeres. 2021,Trabajadores eventuales agrarios subsidiados. Hombres. 2021,Presupuesto liquidado de ingresos (euros). 2020,Presupuesto liquidado de gastos (euros). 2020,Ingresos por habitante (euros). 2020,Gastos por habitante (euros). 2020,Número de declaraciones. 2020,Renta neta media declarada (euros). 2020,IBI de naturaleza urbana. Número de recibos. 2020,IBI de naturaleza rústica. Número titulares catastrales. 2020,Número de parcelas catastrales: Solares. 2020,Número de parcelas catastrales: Parcelas edificadas. 2020,Situaciones de alta en actividades empresariales. 2019,Situaciones de alta en actividades profesionales. 2019,Situaciones de alta en actividades artísticas. 2019,Bienes muebles. 2021,Bienes inmuebles. 2021,Bienes inmateriales. 2021,Url. 2021
Málaga,29031,El Burgo,118.35,56493.69,577,"36.789, -4.947",1,66.2,1805,917,888,1582,223,47.9,13.5,24.5,-7.8,37,Reino Unido,35.1,51,59,12,33,1,1,1,1,0,0,0,2,1,0,1,766,3,12,0,1555,540,PSOE : 510,PODEMOS-IU : 211,PP : 99,VOX : 95,C's : 49,1536,684,PSOE-A : 283,PP : 276,PorA : 146,VOX : 46,ADELANTE ANDALUCÍA-ANDALUCISTAS : 27,1566,365,IU : 618,PSOE-A : 482,PP : 84,-,-,IZQUIERDA UNIDA,410,Avena,8,Trigo,130,1847,Olivar aceituna de aceite,30,Olivar aceituna de aceite,1610,59,35,3,4,101,Sección G. Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas; reparación de vehículos de motor y motocicletas: 33,"Sección A. Agricultura, ganadería, silvicultura y pesca: 20",Sección I. Hostelería: 12,Sección C. Industria manufacturera: 8,Sección K. Actividades financieras y de seguros: 6,878,0,5,0,22,13,0,3116,2003,*,*,*,*,115,78,3,29.7,315,541,22,834,35,76,32,3251345.4,3522922.4,1833,422.8,809,9068,1295,1095,83,1088,148,6,1,3,10,1,https://guiadigital.iaph.es/municipio/4485/burgo-el
Málaga,29051,Estepona,137.51,67082.51,15,"36.425, -5.147",17,82.5,71925,35203,36722,69376,2549,41.6,21.8,16.4,9.5,17351,Reino Unido,23.7,3386,5576,498,548,187,37,17,9,6,3,3,2,1,2,1,24280,819,2327,2,42180,14949,VOX : 7.111,PSOE : 6.804,PP : 6.155,PODEMOS-IU : 2.968,C's : 2.371,44319,21075,PP : 11.426,PSOE-A : 3.868,VOX : 3.806,PorA : 1.340,ADELANTE ANDALUCÍA-ANDALUCISTAS : 832,45133,20164,PP : 17.083,PSOE-A : 3.830,PODEMOS : 1.012,IU : 942,C's : 784,PARTIDO POPULAR,169,Cebolla,18,Cereales de invierno para forrajes,24,553,Limonero,185,Algarrobo,37,4132,2114,415,134,6795,Sección G. Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas; reparación de vehículos de motor y motocicletas: 1.308,Sección F. Construcción: 1.016,Sección I. Hostelería: 712,Sección L. Actividades inmobiliarias: 707,"Sección M. Actividades profesionales, científicas y técnicas: 678",38211,83,265,146,1531,998,20,261987,161374,21,7,5887,148,3900,2526,1182,20,8566,11230,2204,17592,3868,4,0,115169357.8,97511878.6,1464.9,1388.4,29173,16374,78397,4737,2556,9263,9453,1775,85,0,32,1,https://guiadigital.iaph.es/municipio/4505/estepona
Málaga,29052,Faraján,20.41,25562.74,640,"36.616, -5.189",1,100.2,250,124,126,223,27,53.5,12,36.8,-14.4,23,Marruecos,26.1,13,32,2,8,0,0,0,0,0,0,0,0,0,0,1,130,0,5,0,213,84,PSOE : 47,VOX : 32,PP : 25,C's : 11,PODEMOS-IU : 8,223,84,PP : 67,PSOE-A : 28,VOX : 18,ADELANTE ANDALUCÍA-ANDALUCISTAS : 6,Cs : 5,225,51,PSOE-A : 143,PP : 9,-,-,-,PARTIDO SOCIALISTA OBRERO ESPAÑOL,0,-,0,Huerta,0,171,Castaño,3,Castaño,126,9,3,2,0,14,Sección G. Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas; reparación de vehículos de motor y motocicletas: 3,Sección F. Construcción: 2,Sección I. Hostelería: 2,"Sección M. Actividades profesionales, científicas y técnicas: 2",Sección C. Industria manufacturera: 2,137,0,2,0,5,3,0,0,0,0,0,0,0,5,9,1,18,115,103,12,206,33,2,0,710138.8,694050,2743.3,266.5,87,9599,267,261,15,239,15,3,0,0,1,1,https://guiadigital.iaph.es/municipio/4506/farajan
Málaga,29053,Frigiliana,40.49,32914.41,318,"36.792, -3.898",3,54.3,3198,1584,1614,2498,700,44.6,19.2,20.1,-2.3,1011,Reino Unido,50.8,225,338,11,26,9,2,1,1,0,0,0,2,1,0,1,1281,5,42,0,1717,584,PSOE : 300,VOX : 274,PP : 220,PODEMOS-IU : 134,C's : 94,1785,853,PP : 449,PSOE-A : 163,VOX : 135,PorA : 61,ADELANTE ANDALUCÍA-ANDALUCISTAS : 42,2455,977,PSOE-A : 780,PP : 290,AxSI : 235,POR MI PUEBLO : 146,-,PARTIDO SOCIALISTA OBRERO ESPAÑOL,49,Patata extratemprana,15,Avena,0,727,Aguacate,234,Olivar aceituna de aceite,279,234,99,7,2,342,Sección G. Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas; reparación de vehículos de motor y motocicletas: 72,Sección I. Hostelería: 61,Sección F. Construcción: 44,"Sección A. Agricultura, ganadería, silvicultura y pesca: 34","Sección M. Actividades profesionales, científicas y técnicas: 19",1809,4,16,9,84,40,1,13309,7770,4,2,151,46,163,131,56,22.7,442,488,73,857,108,5,1,4259058.9,3896535,1259.8,856.9,1412,11504,4361,2207,160,2653,452,69,3,0,17,5,https://guiadigital.iaph.es/municipio/4507/frigiliana
Málaga,29054,Fuengirola,10.36,23999.73,4,"36.537, -4.622",1,29.9,82585,40285,42300,82585,0,45.7,17,23.3,11.5,30671,Reino Unido,18,4949,5715,476,586,194,31,15,10,7,3,3,2,3,2,0,28416,695,1605,20,42538,14458,PP : 7.542,PSOE : 7.176,VOX : 6.389,PODEMOS-IU : 2.949,C's : 2.447,43209,14750,PP : 12.328,PSOE-A : 4.352,VOX : 3.555,PorA : 1.550,Cs : 838,45861,21322,PP : 12.464,PSOE-A : 5.460,C's : 2.409,VOX : 1.399,IU : 1.342,PARTIDO POPULAR,0,-,0,-,0,3,Higuera,3,-,0,4913,2764,447,114,8238,Sección G. Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas; reparación de vehículos de motor y motocicletas: 1.707,Sección I. Hostelería: 1.164,"Sección M. Actividades profesionales, científicas y técnicas: 897",Sección L. Actividades inmobiliarias: 842,Sección F. Construcción: 797,35190,108,99,199,1367,725,25,224605,130694,29,12,10363,634,4624,3190,1938,25.2,10656,11215,2577,19178,5362,8,0,115521828.2,92062322.1,1213.7,898.5,28664,15670,81188,15,914,6253,11571,2242,70,0,12,2,https://guiadigital.iaph.es/municipio/4508/fuengirola
Málaga,29055,Fuente de Piedra,90.6,39711.5,441,"37.135, -4.73",2,68.7,2770,1389,1381,2706,64,43.5,19.6,19.7,-2.4,354,Reino Unido,48.9,156,195,22,24,10,2,1,1,0,0,0,1,1,0,1,1005,1,70,0,1892,467,PSOE : 595,VOX : 335,PP : 197,PODEMOS-IU : 146,C's : 68,2006,709,PSOE-A : 453,PP : 436,VOX : 214,PorA : 66,ADELANTE ANDALUCÍA-ANDALUCISTAS : 33,2019,417,PSOE-A : 825,ADELANTE : 620,PP : 133,-,-,PARTIDO SOCIALISTA OBRERO ESPAÑOL,1357,Trigo,65,Cebada,262,4985,Olivar aceituna de aceite,969,Olivar aceituna de aceite,3895,126,84,29,14,253,Sección G. Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas; reparación de vehículos de motor y motocicletas: 67,"Sección A. Agricultura, ganadería, silvicultura y pesca: 57",Sección C. Industria manufacturera: 22,Sección F. Construcción: 21,Sección I. Hostelería: 16,1500,0,28,0,43,23,0,20076,4341,0,0,0,0,141,86,19,21.3,827,1746,93,2480,194,42,9,2612574.3,2469925.1,945.6,385.9,1130,11783,2568,821,602,1512,277,29,1,0,4,4,https://guiadigital.iaph.es/municipio/4509/fuente-de-piedra
Málaga,29056,Gaucín,98.26,41649.25,619,"36.518, -5.317",1,112.4,1595,826,769,1340,255,47.1,17.1,25.7,-10.2,331,Reino Unido,54.1,90,102,8,23,3,1,1,1,0,0,0,2,1,0,1,675,1,24,0,1047,339,PSOE : 279,PP : 176,VOX : 143,C's : 44,PODEMOS-IU : 36,1040,340,PP : 368,PSOE-A : 164,VOX : 65,Cs : 23,PorA : 20,1175,241,PP : 653,PSOE-A : 232,-,-,-,PARTIDO POPULAR,210,Cebada,10,Cereales de invierno para forrajes,155,638,Aguacate,44,Algarrobo,397,97,53,10,2,162,Sección F. Construcción: 25,Sección G. Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas: 24,Sección I. Hostelería: 22,"Sección A. Agricultura, ganadería, silvicultura y pesca: 21",Sección N. Actividades administrativas y servicios auxiliares: 15,911,2,10,2,26,17,1,2,0,*,*,*,*,70,62,9,20.5,204,258,36,426,11,1,3,2117581.5,2519835.7,1508,584.9,597,11210,1357,1070,51,1097,240,25,3,0,11,3,https://guiadigital.iaph.es/municipio/4510/gaucin
Málaga,29057,Genalguacil,31.87,30097.4,514,"36.544, -5.236",1,106.5,391,196,195,322,69,53.1,10,29.9,-28.1,46,Reino Unido,26.1,25,30,2,10,1,0,0,0,0,0,0,2,1,0,1,235,0,7,0,330,108,PSOE : 116,PP : 54,VOX : 30,PODEMOS-IU : 10,C's : 4,312,78,PSOE-A : 85,PP : 52,VOX : 9,PorA : 9,ADELANTE ANDALUCÍA-ANDALUCISTAS : 3,372,92,PSOE-A : 172,PP : 105,IU : 1,-,-,PARTIDO SOCIALISTA OBRERO ESPAÑOL,0,-,0,-,0,308,Naranjo,12,Castaño,230,18,10,2,0,30,Sección I. Hostelería: 8,Sección G. Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas: 4,"Sección A. Agricultura, ganadería, silvicultura y pesca: 3",Sección F. Construcción: 3,Sección Q. Actividades sanitarias y de servicios sociales: 3,194,0,0,0,3,0,1,0,0,0,0,0,0,26,23,6,33.1,45,65,3,107,1,1,11,1081976.6,1274500.3,2916.5,416.5,165,8047,486,861,16,339,32,6,0,0,3,1,https://guiadigital.iaph.es/municipio/4511/genalguacil
Málaga,29058,Guaro,22.39,20488.63,342,"36.657, -4.833",1,46.7,2326,1191,1135,1815,511,43.7,20.6,20.7,0.7,451,Marruecos,30.6,174,193,17,29,10,2,1,1,0,0,0,1,0,0,1,783,6,28,0,1542,548,PSOE : 339,VOX : 329,PP : 139,C's : 96,PODEMOS-IU : 53,1524,677,PP : 254,PSOE-A : 232,VOX : 183,Cs : 112,ADELANTE ANDALUCÍA-ANDALUCISTAS : 16,1649,507,C's : 532,PSOE-A : 432,PP : 148,-,-,CIUDADANOS-PARTIDO DE LA CIUDADANIA,25,Guisante verde,2,Trigo,8,876,Naranjo,80,Olivar aceituna de aceite,478,72,32,5,3,112,Sección G. Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas; reparación de vehículos de motor y motocicletas: 23,Sección F. Construcción: 21,Sección I. Hostelería: 11,Sección N. Actividades administrativas y servicios auxiliares: 8,Sección C. Industria manufacturera: 8,1190,0,8,4,23,13,0,5474,3150,*,*,*,*,140,111,40,27.2,221,84,28,277,17,5,2,2073014.6,2019445.4,942.3,534.7,777,9352,2064,1696,162,1501,128,18,1,0,3,0,https://guiadigital.iaph.es/municipio/4512/guaro
Málaga,29059,Humilladero,34.65,43323.22,447,"37.115, -4.703",2,65.8,3293,1640,1653,3251,42,42.3,20.1,16.5,-1.9,84,Reino Unido,46.4,96,101,22,31,18,2,1,1,0,0,0,2,2,0,2,1284,2,23,0,2662,712,PSOE : 745,PODEMOS-IU : 597,PP : 229,VOX : 192,C's : 71,2648,1024,PSOE-A : 474,PP : 427,PorA : 416,VOX : 140,ADELANTE ANDALUCÍA-ANDALUCISTAS : 32,2664,541,PSOE-A : 829,ADELANTE : 611,PP : 582,-,-,PARTIDO SOCIALISTA OBRERO ESPAÑOL,272,Cebada,29,Cebada,109,2280,Olivar aceituna de aceite,417,Olivar aceituna de aceite,1843,123,102,31,9,265,Sección G. Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas; reparación de vehículos de motor y motocicletas: 71,"Sección A. Agricultura, ganadería, silvicultura y pesca: 60",Sección F. Construcción: 26,Sección I. Hostelería: 21,Sección H. Transporte y almacenamiento: 14,1961,2,36,2,44,28,2,15485,7481,0,0,0,0,171,118,7,22.4,717,1183,73,1827,126,124,36,3625903.8,3701901.4,1096.2,397.2,1507,9968,2716,423,739,1783,312,31,0,0,13,3,https://guiadigital.iaph.es/municipio/4513/humilladero
Málaga,29060,Igualeja,43.87,29670.1,728,"36.63, -5.122",1,89,740,371,369,738,2,48.8,13.5,30.1,-20.8,5,se,-,19,17,4,14,2,1,1,0,0,0,0,2,1,0,1,394,0,3,0,665,211,PP : 157,PSOE : 156,VOX : 104,C's : 23,PODEMOS-IU : 9,641,172,PP : 241,PSOE-A : 84,VOX : 50,Cs : 14,PorA : 7,671,64,PP : 335,PSOE-A : 188,C's : 68,-,-,PARTIDO POPULAR,2,Tomate,0,Cereales de invierno para forrajes,2,636,Naranjo,17,Castaño,567,25,16,2,1,44,"Sección A. Agricultura, ganadería, silvicultura y pesca: 10",Sección I. Hostelería: 10,Sección G. Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas: 5,Sección F. Construcción: 4,Sección C. Industria manufacturera: 3,421,0,0,0,4,3,1,0,0,0,0,0,0,19,15,0,16.6,591,1104,11,1684,321,21,4,957854.3,965524.2,1190.5,334,325,9477,691,615,29,594,48,2,0,0,9,2,https://guiadigital.iaph.es/municipio/4514/igualeja
Málaga,29061,Istán,99.33,46912.1,288,"36.583, -4.949",3,61.3,1520,758,762,1419,101,44.9,16.1,19.7,0,284,Reino Unido,30.3,160,142,18,18,4,1,1,1,0,0,0,2,1,0,1,529,0,20,0,1043,240,PODEMOS-IU : 230,PSOE : 197,VOX : 159,PP : 115,C's : 31,1061,328,PP : 256,PorA : 186,PSOE-A : 131,VOX : 61,ADELANTE ANDALUCÍA-ANDALUCISTAS : 21,1107,203,IU : 464,PSOE-A : 258,POR MI PUEBLO : 137,PP : 33,-,IZQUIERDA UNIDA,3,Lechuga,2,-,0,225,Aguacate,26,Algarrobo,110,75,26,1,2,104,Sección G. Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas; reparación de vehículos de motor y motocicletas: 16,Sección I. Hostelería: 15,"Sección M. Actividades profesionales, científicas y técnicas: 12",Sección F. Construcción: 11,Sección L. Actividades inmobiliarias: 9,869,1,2,1,24,15,1,4616,3498,*,*,*,*,76,44,11,17.4,277,303,22,558,27,0,0,2905255.1,2265401.7,1613.5,1338.9,598,14580,1715,869,204,1068,94,32,3,0,4,2,https://guiadigital.iaph.es/municipio/4515/istan
Málaga,29062,Iznate,7.46,11378.01,317,"36.777, -4.183",1,28.4,912,474,438,670,242,42.5,21.6,19.2,-3.9,103,Reino Unido,45.6,23,32,5,5,3,2,1,0,0,0,0,0,1,0,1,365,0,12,0,658,101,PSOE : 268,PP : 175,VOX : 65,C's : 25,PODEMOS-IU : 11,652,103,PSOE-A : 243,PP : 235,VOX : 31,PorA : 7,ADELANTE ANDALUCÍA-ANDALUCISTAS : 5,760,95,PSOE-A : 342,PP : 310,-,-,-,PARTIDO SOCIALISTA OBRERO ESPAÑOL,46,Patata temprana,18,Coliflor,0,430,Mango,114,Almendro,64,52,30,2,1,85,"Sección A. Agricultura, ganadería, silvicultura y pesca: 38",Sección G. Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas: 12,Sección F. Construcción: 9,Sección I. Hostelería: 8,"Sección M. Actividades profesionales, científicas y técnicas: 4",447,0,5,0,10,3,0,2795,1128,0,0,0,0,28,31,3,22.7,408,409,38,779,60,29,19,1550946.9,1539304.1,1699,359.4,358,8071,762,547,72,650,66,9,0,0,1,12,https://guiadigital.iaph.es/municipio/4516/iznate
Málaga,29063,Jimera de Líbar,27.18,22760.08,539,"36.652, -5.274",2,109.3,388,202,186,312,76,51,12.1,30.2,-17.6,31,Reino Unido,48.4,11,30,1,5,5,0,0,0,0,0,0,0,0,0,1,209,0,11,0,305,61,PP : 80,PSOE : 66,VOX : 52,C's : 20,PODEMOS-IU : 18,329,78,PP : 140,PSOE-A : 44,VOX : 24,PorA : 18,Cs : 9,323,54,PP : 213,PSOE-A : 43,-,-,-,PARTIDO POPULAR,33,Judía verde,8,Cereales de invierno para forrajes,23,148,Naranjo,16,Olivar aceituna de aceite,111,8,10,2,1,21,Sección I. Hostelería: 8,Sección G. Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas: 5,Sección F. Construcción: 2,Sección N. Actividades administrativas y servicios auxiliares: 1,Sección C. Industria manufacturera: 1,220,0,0,0,2,2,0,7,7,0,0,0,0,17,18,2,20.4,105,98,9,194,19,0,0,758399,814130.9,1966.5,497.2,129,12246,555,545,48,378,26,6,0,0,2,3,https://guiadigital.iaph.es/municipio/4517/jimera-de-libar
Málaga,29064,Jubrique,39.33,33510.23,566,"36.564, -5.215",1,101.7,553,279,274,469,84,48.5,13.4,24.1,-29.2,37,Reino Unido,32.4,44,38,3,9,2,1,1,0,0,0,0,2,1,0,1,310,0,4,0,423,132,PSOE : 112,VOX : 65,PP : 62,PODEMOS-IU : 19,C's : 18,444,170,PP : 124,PSOE-A : 85,VOX : 34,ADELANTE ANDALUCÍA-ANDALUCISTAS : 8,Cs : 5,478,94,PSOE-A : 254,PP : 120,IU : 5,-,-,PARTIDO SOCIALISTA OBRERO ESPAÑOL,0,-,0,-,0,535,Cerezo y Guindo,2,Castaño,370,24,11,2,0,37,Sección G. Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas; reparación de vehículos de motor y motocicletas: 10,Sección I. Hostelería: 7,Sección F. Construcción: 5,"Sección A. Agricultura, ganadería, silvicultura y pesca: 3",Sección N. Actividades administrativas y servicios auxiliares: 3,331,0,5,0,7,4,1,0,0,*,*,*,*,25,23,5,25.1,116,122,4,234,10,11,13,1155557.2,1123711.4,1747.6,360.6,243,7792,650,972,14,473,53,3,0,0,2,1,https://guiadigital.iaph.es/municipio/4518/jubrique
Málaga,29065,Júzcar,33.66,44410.82,622,"36.625, -5.171",1,96.2,235,135,100,209,26,48.3,8.9,19.1,-2.9,26,Reino Unido,61.5,11,16,1,3,3,0,0,0,0,0,0,0,0,0,1,96,0,0,0,191,46,VOX : 52,PSOE : 42,PP : 27,C's : 13,PODEMOS-IU : 5,206,62,PP : 81,PSOE-A : 33,VOX : 19,PorA : 5,ADELANTE ANDALUCÍA-ANDALUCISTAS : 2,211,21,PP : 128,PSOE-A : 58,-,-,-,PARTIDO POPULAR,0,-,0,-,0,179,Nogal,5,Castaño,126,13,8,1,0,22,Sección I. Hostelería: 7,Sección G. Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas: 4,Sección F. Construcción: 3,"Sección M. Actividades profesionales, científicas y técnicas: 2",Sección C. Industria manufacturera: 2,112,0,0,0,3,2,0,0,0,*,*,*,*,10,10,0,16.9,64,139,3,200,8,0,0,863626.3,834493.7,3597,323.3,77,8382,216,361,22,185,30,0,0,0,5,3,https://guiadigital.iaph.es/municipio/4519/juzcar
Málaga,29066,Macharaviaya,7.24,13874.23,244,"36.762, -4.214",2,24,524,286,238,420,104,42.7,17.4,18.5,1,78,Reino Unido,23.1,36,25,5,6,2,0,0,0,0,0,0,0,1,0,2,178,0,4,0,357,109,PSOE : 89,PP : 52,VOX : 47,PODEMOS-IU : 36,C's : 15,373,145,PP : 93,PSOE-A : 63,PorA : 30,VOX : 29,ADELANTE ANDALUCÍA-ANDALUCISTAS : 4,392,61,PSOE-A : 193,PP : 91,IU : 47,-,-,PARTIDO SOCIALISTA OBRERO ESPAÑOL,48,Patata temprana,12,-,0,188,Mango,17,Olivar aceituna de aceite,76,33,15,13,2,63,Sección N. Actividades administrativas y servicios auxiliares: 20,Sección G. Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas: 14,"Sección A. Agricultura, ganadería, silvicultura y pesca: 11",Sección F. Construcción: 7,Sección Q. Actividades sanitarias y de servicios sociales: 3,5030,0,4,0,2023,1934,0,899,535,0,0,0,0,19,16,3,16.6,88,61,1,148,9,4,0,1155154.3,1221991.7,2627.9,880.1,167,9100,270,471,48,200,57,2,2,0,4,2,https://guiadigital.iaph.es/municipio/4520/macharaviaya
Málaga,29067,Málaga,394.98,145428.59,6,"36.72, -4.415",14,0,577405,277234,300171,572374,5031,42.8,20.1,18.3,1.7,49698,Marruecos,18.8,18848,22197,4396,5487,1873,310,147,101,60,42,49,39,24,26,2,211358,2083,6713,56,431755,140931,PSOE : 83.901,PP : 62.818,VOX : 56.349,PODEMOS-IU : 40.503,C's : 27.287,434098,184756,PP : 115.162,PSOE-A : 50.110,VOX : 31.174,PorA : 21.287,ADELANTE ANDALUCÍA-ANDALUCISTAS : 11.437,432411,192657,PP : 94.711,PSOE-A : 77.509,ADELANTE : 25.201,C's : 18.555,VOX : 10.400,PARTIDO POPULAR,286,Alcachofa,30,Haba seca,62,6262,Limonero,481,Olivar aceituna de aceite,2772,27556,16675,4255,1639,50125,Sección G. Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas; reparación de vehículos de motor y motocicletas: 12.130,"Sección M. Actividades profesionales, científicas y técnicas: 5.927",Sección F. Construcción: 4.345,Sección I. Hostelería: 3.963,Sección H. Transporte y almacenamiento: 3.255,273643,1371,3408,2471,10451,5922,208,1839270,814254,77,63,10072,2530,38466,27692,6360,24.6,139740,157056,28335,267203,30359,111,16,618248046.8,578826935.3,1021,569.7,262550,18623,391823,9777,5230,46375,64751,13867,405,5646,319,11,https://guiadigital.iaph.es/municipio/4521/malaga
Málaga,29068,Manilva,35.59,32697.65,131,"36.377, -5.249",6,95.7,16849,8488,8361,16275,574,40.8,21.9,14.9,22,6458,Reino Unido,39.6,1183,1694,168,109,53,7,3,1,1,1,0,2,2,0,2,5159,233,879,0,7833,2936,VOX : 1.509,PSOE : 1.256,PP : 846,PODEMOS-IU : 489,C's : 489,8296,4160,PP : 2.012,VOX : 775,PSOE-A : 692,PorA : 257,ADELANTE ANDALUCÍA-ANDALUCISTAS : 156,90086,3506,IU : 1.518,COMPROMISO MANILVA : 1.503,PSOE-A : 1.371,PP : 438,C's : 270,COMPROMISO MANILVA,53,Cebolla,6,Cereales de invierno para forrajes,7,308,Aguacate,32,Viñedo de uva para pasas,135,865,488,79,17,1449,Sección G. Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas; reparación de vehículos de motor y motocicletas: 269,Sección F. Construcción: 205,Sección I. Hostelería: 202,Sección L. Actividades inmobiliarias: 153,Sección N. Actividades administrativas y servicios auxiliares: 134,9453,10,62,10,377,280,8,62521,40319,4,4,614,56,867,616,432,21.7,1679,2224,471,3431,941,2,2,30604457.3,25508957.9,1765.2,1729.6,6270,16184,27722,1289,736,3140,2162,370,12,0,21,3,https://guiadigital.iaph.es/municipio/4522/manilva
