"Pob_Mun"	"2021"	"2020"	"2019"	"2018"	"2017"	"2016"	"2015"	"2014"	"2013"	"2012"	"2011"	"2010"	"2009"	"2008"	"2007"	"2006"	"2005"	"2004"	"2003"	"2002"	"2001"
"29044 Comares"	1349	1330	1315	1323	1315	1348	1385	1435	1583	1638	1636	1615	1591	1570	1568	1522	1485	1419	1365	1368	1369
"29045 Cómpeta"	3866	3967	3922	3745	3847	3705	3503	3459	3885	3861	3832	3862	3854	3794	3712	3582	3418	3364	3195	2863	2822
"29046 Cortes de la Frontera"	3034	3065	3101	3181	3268	3277	3304	3357	3461	3540	3586	3642	3714	3762	3738	3758	3686	3558	3523	3449	3442
"29047 Cuevas Bajas"	1355	1370	1395	1392	1416	1430	1431	1431	1451	1494	1482	1459	1454	1463	1441	1430	1462	1460	1435	1446	1461
"29049 Cuevas de San Marcos"	3614	3601	3648	3671	3722	3776	3884	3951	4029	4043	4097	4107	4131	4142	4048	4007	3973	3973	3994	3986	3980
"29048 Cuevas del Becerro"	1601	1597	1589	1595	1608	1618	1643	1670	1704	1747	1790	1771	1801	1820	1847	1847	1853	1871	1886	1966	1949
"29050 Cútar"	602	616	607	614	597	598	605	635	661	668	674	671	682	655	649	642	639	637	637	621	610
"29051 Estepona"	71925	70228	68286	67012	66863	66683	67080	66566	67986	67101	65667	66150	65592	62848	60328	58603	54709	50488	47697	46342	43527
"29052 Faraján"	250	261	253	248	248	265	265	253	246	287	292	252	275	296	308	289	252	253	267	292	301
"29053 Frigiliana"	3198	3062	3009	3086	3066	3039	3065	3093	3395	3360	3273	3171	3071	2978	2834	2691	2576	2451	2328	2237	2182
"29054 Fuengirola"	82585	82837	80309	75396	74929	77486	77525	75856	77397	75953	74054	71783	71482	68646	65421	63899	62915	58957	57133	53270	50263
"29055 Fuente de Piedra"	2770	2662	2596	2554	2507	2525	2613	2612	2733	2758	2837	2795	2783	2582	2341	2209	2146	2067	2024	2034	1913
"29056 Gaucín"	1595	1589	1576	1573	1588	1620	1670	1671	1647	1727	1776	1845	1929	1983	1946	1878	1842	1818	1793	1719	1732
"29057 Genalguacil"	391	393	410	393	405	424	456	437	499	522	544	491	501	526	537	502	519	543	528	538	556
"29058 Guaro"	2326	2280	2260	2182	2087	2047	2060	2143	2284	2289	2310	2285	2272	2230	2273	2228	2096	2046	2013	2052	1880
"29059 Humilladero"	3293	3297	3286	3310	3292	3311	3364	3377	3430	3383	3358	3324	3291	3215	3104	3016	2929	2797	2745	2728	2683
"29060 Igualeja"	740	752	763	762	778	793	816	811	823	871	934	908	958	991	1012	948	977	1011	967	888	902
"29061 Istán"	1520	1494	1469	1458	1432	1399	1388	1404	1398	1533	1520	1486	1496	1386	1437	1432	1422	1417	1362	1314	1322
"29062 Iznate"	912	907	868	863	856	874	899	906	943	951	949	923	927	918	889	859	855	816	805	781	766
"29063 Jimera de Líbar"	388	379	372	376	396	409	415	414	461	463	471	473	457	453	470	421	435	410	386	376	378
"29064 Jubrique"	553	523	528	559	589	634	638	643	712	739	781	751	756	803	796	765	754	737	745	781	820
"29065 Júzcar"	235	214	232	225	226	228	238	232	239	243	242	221	218	205	201	193	185	201	211	218	227
"29066 Macharaviaya"	524	513	480	442	448	461	477	465	500	504	519	519	501	492	496	385	362	367	368	364	356
"29067 Málaga"	577405	578460	574654	571026	569002	569009	569130	566913	568479	567433	568030	568507	568305	566447	561250	560631	558287	547731	547105	535686	534207
"29068 Manilva"	16849	16439	15528	14977	14589	14750	14587	14451	14600	14391	13810	14168	13813	13258	12249	11181	9624	8245	7270	6270	5986
"29069 Marbella"	147958	147633	143386	141463	141172	140744	139537	138679	142018	140473	138662	136322	134623	130549	126422	125519	124333	117353	116234	115871	110847
"29070 Mijas"	86744	85397	82742	80630	77151	77769	79483	77521	85600	82124	79262	76362	73787	70437	64288	61147	56838	52573	52189	47565	44741
"29071 Moclinejo"	1244	1251	1271	1230	1204	1217	1255	1256	1283	1295	1303	1274	1256	1264	1245	1198	1194	1147	1123	1127	1148
"29072 Mollina"	5341	5276	5149	5020	4924	4913	4901	4943	5185	5239	5283	5274	5152	4963	4645	4370	4151	3883	3658	3514	3439
"29073 Monda"	2762	2697	2594	2523	2475	2400	2382	2375	2383	2523	2486	2470	2410	2342	2258	2094	2059	1974	1855	1753	1698
"29903 Montecorto"	572	586	593	585	630	640	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
"29074 Montejaque"	938	949	964	970	997	1011	984	985	1010	1017	1048	1017	1009	1004	995	1013	1018	994	1005	1011	1008
"29075 Nerja"	21018	21144	21091	21061	21047	21204	21185	20649	22918	22617	22294	21957	21811	21621	20796	20361	19496	18509	17637	17186	16464
"29076 Ojén"	4023	3816	3702	3568	3517	3385	3353	3326	3293	3451	3244	2949	2805	2668	2528	2491	2446	2294	2253	2085	2091
"29077 Parauta"	251	239	251	253	209	230	249	251	241	242	265	254	231	242	252	226	236	245	250	208	215
"29079 Periana"	3159	3089	3048	3068	3124	3149	3231	3361	3542	3560	3570	3602	3611	3600	3525	3524	3447	3396	3388	3355	3318
"29080 Pizarra"	9572	9444	9226	9118	9073	9106	9148	9201	9298	9269	9137	8990	8785	8652	8129	7812	7555	7165	6940	6600	6593
"29081 Pujerra"	298	308	301	294	307	305	294	294	314	326	343	347	337	334	328	316	333	320	324	292	295
"29082 Rincón de la Victoria"	49790	48768	47179	46093	45138	44003	43135	42688	41827	41216	40339	39922	38666	37145	35714	33817	31996	30169	28007	25682	24224
"29083 Riogordo"	2734	2723	2724	2701	2715	2812	2936	2896	3083	3107	3127	3059	3102	3090	3052	3032	2947	2873	2786	2636	2673
"29084 Ronda"	33624	33730	33877	33978	34268	34381	35676	36208	36665	36698	36793	36909	36827	36532	36122	35836	35512	34948	35137	34470	34214
"29085 Salares"	173	173	169	174	175	181	207	221	229	236	232	205	214	210	228	191	205	214	211	179	206
"29086 Sayalonga"	1614	1568	1681	1658	1579	1628	1505	1512	1568	1564	1557	1555	1564	1532	1490	1460	1401	1331	1289	1236	1196
"29087 Sedella"	592	576	606	606	634	625	692	667	715	716	733	687	699	694	688	646	581	523	487	475	492
"29904 Serrato"	473	482	477	477	494	503	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
"29088 Sierra de Yeguas"	3386	3318	3346	3356	3363	3370	3398	3444	3488	3517	3552	3545	3566	3552	3487	3418	3367	3299	3284	3237	3237
"29089 Teba"	3727	3744	3760	3818	3847	3912	3973	4001	4044	4128	4148	4184	4201	4253	4253	4278	4304	4315	4330	4375	4385
"29090 Tolox"	2203	2136	2107	2083	2062	2093	2186	2233	2295	2317	2343	2346	2373	2375	2349	2336	2317	2246	2221	2252	2297
"29901 Torremolinos"	68056	69166	68661	68262	67701	67786	67492	67353	69389	68961	68181	66957	65448	63077	60010	58683	55479	52354	50649	46683	43613
"29091 Torrox"	18937	17943	17234	16465	15371	15098	15117	15511	18514	18274	17859	17303	16890	16395	15616	14925	13964	12901	12391	12341	12257
"29092 Totalán"	725	737	746	715	710	707	710	723	736	746	768	737	722	724	704	707	699	679	624	628	618
"29093 Valle de Abdalajís"	2483	2502	2542	2568	2577	2603	2615	2664	2712	2716	2761	2802	2842	2908	2983	2955	2948	2954	2934	2981	2980
"29094 Vélez-Málaga"	82967	82365	81643	80817	79878	78890	78166	77808	76911	78467	77004	75623	74190	72842	69604	67697	64919	61797	60197	57457	56233
"29095 Villanueva de Algaidas"	4129	4148	4176	4218	4238	4325	4337	4373	4471	4485	4489	4515	4560	4602	4503	4493	4444	4321	4192	4178	4147
"29902 Villanueva de la Concepción"	3277	3288	3296	3288	3290	3304	3341	3429	3460	3465	3443	..	..	..	..	..	..	..	..	..	..
"29098 Villanueva de Tapia"	1437	1460	1476	1490	1523	1531	1544	1564	1603	1629	1663	1675	1667	1671	1669	1673	1667	1679	1658	1631	1610
"29096 Villanueva del Rosario"	3374	3362	3356	3373	3383	3465	3508	3538	3588	3641	3646	3698	3712	3613	3547	3470	3392	3361	3358	3331	3342
"29097 Villanueva del Trabuco"	5360	5308	5299	5300	5327	5313	5246	5270	5444	5482	5424	5447	5408	5385	5306	5219	5113	4985	4884	4723	4739
"29099 Viñuela"	2045	2055	2034	2020	2045	2009	2013	1921	2073	2040	1980	1993	1994	1973	1881	1737	1622	1481	1358	1280	1247
"29100 Yunquera"	2866	2869	2864	2880	2926	2948	2983	3046	3091	3139	3181	3205	3237	3286	3271	3284	3270	3284	3264	3245	3259
